step,actual_price,forecast_price,residual_error,abs_error,timestamp
1991,37.47,39.3333,1.8633,1.8633,2025-03-31 23:00:00
1992,31.23,32.3092,1.0792,1.0792,2025-04-01 00:00:00
1993,32.21,35.1229,2.9129,2.9129,2025-04-01 01:00:00
1994,30.25,30.9697,0.7197,0.7197,2025-04-01 02:00:00
1995,29.27,30.75,1.48,1.48,2025-04-01 03:00:00
1996,27.96,29.2196,1.2596,1.2596,2025-04-01 04:00:00
1997,19.4,19.6711,0.2711,0.2711,2025-04-01 05:00:00
1998,18.32,17.4929,-0.8271,0.8271,2025-04-01 06:00:00
1999,16.2,22.2354,6.0354,6.0354,2025-04-01 07:00:00
2000,59.02,58.3901,-0.6299,0.6299,2025-04-01 08:00:00
2001,20.51,19.3453,-1.1647,1.1647,2025-04-01 09:00:00
2002,22.81,24.395,1.585,1.585,2025-04-01 10:00:00
2003,21.74,22.8696,1.1296,1.1296,2025-04-01 11:00:00
2004,23.2,20.188,-3.012,3.012,2025-04-01 12:00:00
2005,26.8,30.1067,3.3067,3.3067,2025-04-01 13:00:00
2006,26.92,27.1845,0.2645,0.2645,2025-04-01 14:00:00
2007,36.82,34.5427,-2.2773,2.2773,2025-04-01 15:00:00
2008,29.99,33.462,3.472,3.472,2025-04-01 16:00:00
2009,36.54,38.6042,2.0642,2.0642,2025-04-01 17:00:00
2010,42.72,40.0586,-2.6614,2.6614,2025-04-01 18:00:00
2011,38.68,43.623,4.943,4.943,2025-04-01 19:00:00
2012,38.53,40.677,2.147,2.147,2025-04-01 20:00:00
2013,37.77,38.2445,0.4745,0.4745,2025-04-01 21:00:00
2014,15.82,20.2955,4.4755,4.4755,2025-04-01 22:00:00
2015,39.51,40.4082,0.8982,0.8982,2025-04-01 23:00:00
2016,28.48,28.9098,0.4298,0.4298,2025-04-02 00:00:00
2017,35.43,34.2792,-1.1508,1.1508,2025-04-02 01:00:00
2018,25.45,27.4046,1.9546,1.9546,2025-04-02 02:00:00
2019,25.75,27.4415,1.6915,1.6915,2025-04-02 03:00:00
2020,22.94,23.4767,0.5367,0.5367,2025-04-02 04:00:00
2021,23.41,21.935,-1.475,1.475,2025-04-02 05:00:00
2022,16.35,17.1748,0.8248,0.8248,2025-04-02 06:00:00
2023,20.51,20.8355,0.3255,0.3255,2025-04-02 07:00:00
2024,24.07,21.2363,-2.8337,2.8337,2025-04-02 08:00:00
2025,15.94,12.7605,-3.1795,3.1795,2025-04-02 09:00:00
2026,20.82,22.7329,1.9129,1.9129,2025-04-02 10:00:00
2027,20.28,14.2753,-6.0047,6.0047,2025-04-02 11:00:00
2028,25.07,26.0835,1.0135,1.0135,2025-04-02 12:00:00
2029,3.23,2.5348,-0.6952,0.6952,2025-04-02 13:00:00
2030,27.41,31.1806,3.7706,3.7706,2025-04-02 14:00:00
2031,32.82,32.0863,-0.7337,0.7337,2025-04-02 15:00:00
2032,38.52,40.6687,2.1487,2.1487,2025-04-02 16:00:00
2033,35.6,35.1077,-0.4923,0.4923,2025-04-02 17:00:00
2034,39.47,40.2544,0.7844,0.7844,2025-04-02 18:00:00
2035,35.44,37.7821,2.3421,2.3421,2025-04-02 19:00:00
2036,36.62,35.9636,-0.6564,0.6564,2025-04-02 20:00:00
2037,39.85,42.8414,2.9914,2.9914,2025-04-02 21:00:00
2038,41.38,39.3958,-1.9842,1.9842,2025-04-02 22:00:00
2039,36.97,38.2065,1.2365,1.2365,2025-04-02 23:00:00
2040,33.23,36.0366,2.8066,2.8066,2025-04-03 00:00:00
2041,31.6,33.7501,2.1501,2.1501,2025-04-03 01:00:00
2042,25.89,31.1811,5.2911,5.2911,2025-04-03 02:00:00
2043,27.94,26.5314,-1.4086,1.4086,2025-04-03 03:00:00
2044,26.22,23.2721,-2.9479,2.9479,2025-04-03 04:00:00
2045,20.81,18.8242,-1.9858,1.9858,2025-04-03 05:00:00
2046,19.18,21.3311,2.1511,2.1511,2025-04-03 06:00:00
2047,20.02,21.7648,1.7448,1.7448,2025-04-03 07:00:00
2048,17.92,18.6756,0.7556,0.7556,2025-04-03 08:00:00
2049,19.19,16.8826,-2.3074,2.3074,2025-04-03 09:00:00
2050,25.61,28.0272,2.4172,2.4172,2025-04-03 10:00:00
2051,21.33,18.7682,-2.5618,2.5618,2025-04-03 11:00:00
2052,23.12,26.5174,3.3974,3.3974,2025-04-03 12:00:00
2053,24.81,32.4536,7.6436,7.6436,2025-04-03 13:00:00
2054,30.88,32.2961,1.4161,1.4161,2025-04-03 14:00:00
2055,31.15,33.1078,1.9578,1.9578,2025-04-03 15:00:00
2056,32.39,31.6579,-0.7321,0.7321,2025-04-03 16:00:00
2057,39.39,35.3645,-4.0255,4.0255,2025-04-03 17:00:00
2058,41.23,40.2232,-1.0068,1.0068,2025-04-03 18:00:00
2059,37.17,34.9378,-2.2322,2.2322,2025-04-03 19:00:00
2060,34.35,31.2325,-3.1175,3.1175,2025-04-03 20:00:00
2061,41.19,45.9959,4.8059,4.8059,2025-04-03 21:00:00
2062,35.96,37.1422,1.1822,1.1822,2025-04-03 22:00:00
2063,22.09,23.5392,1.4492,1.4492,2025-04-03 23:00:00
2064,29.1,28.8274,-0.2726,0.2726,2025-04-04 00:00:00
2065,33.84,33.9078,0.0678,0.0678,2025-04-04 01:00:00
2066,26.0,28.9114,2.9114,2.9114,2025-04-04 02:00:00
2067,28.26,28.6792,0.4192,0.4192,2025-04-04 03:00:00
2068,24.06,25.8867,1.8267,1.8267,2025-04-04 04:00:00
2069,19.57,19.58,0.01,0.01,2025-04-04 05:00:00
2070,19.35,18.9946,-0.3554,0.3554,2025-04-04 06:00:00
2071,21.08,18.0627,-3.0173,3.0173,2025-04-04 07:00:00
2072,19.29,14.8456,-4.4444,4.4444,2025-04-04 08:00:00
2073,20.83,20.6761,-0.1539,0.1539,2025-04-04 09:00:00
2074,25.31,25.9512,0.6412,0.6412,2025-04-04 10:00:00
2075,18.04,15.3247,-2.7153,2.7153,2025-04-04 11:00:00
2076,28.07,28.4838,0.4138,0.4138,2025-04-04 12:00:00
2077,26.7,27.3344,0.6344,0.6344,2025-04-04 13:00:00
2078,-4.61,0.0,4.61,4.61,2025-04-04 14:00:00
2079,28.29,26.5022,-1.7878,1.7878,2025-04-04 15:00:00
2080,33.55,35.0682,1.5182,1.5182,2025-04-04 16:00:00
2081,38.4,39.8676,1.4676,1.4676,2025-04-04 17:00:00
2082,37.37,34.9858,-2.3842,2.3842,2025-04-04 18:00:00
2083,42.46,43.3561,0.8961,0.8961,2025-04-04 19:00:00
2084,35.4,38.456,3.056,3.056,2025-04-04 20:00:00
2085,38.65,41.0927,2.4427,2.4427,2025-04-04 21:00:00
2086,34.55,34.8118,0.2618,0.2618,2025-04-04 22:00:00
2087,37.0,36.3301,-0.6699,0.6699,2025-04-04 23:00:00
2088,32.25,31.1766,-1.0734,1.0734,2025-04-05 00:00:00
2089,26.57,28.2395,1.6695,1.6695,2025-04-05 01:00:00
2090,18.52,19.5078,0.9878,0.9878,2025-04-05 02:00:00
2091,22.94,25.0135,2.0735,2.0735,2025-04-05 03:00:00
2092,21.13,21.9597,0.8297,0.8297,2025-04-05 04:00:00
2093,-12.74,0.0,12.74,12.74,2025-04-05 05:00:00
2094,19.46,20.1965,0.7365,0.7365,2025-04-05 06:00:00
2095,12.7,15.1617,2.4617,2.4617,2025-04-05 07:00:00
2096,16.74,19.4171,2.6771,2.6771,2025-04-05 08:00:00
2097,18.36,16.8487,-1.5113,1.5113,2025-04-05 09:00:00
2098,11.93,7.9096,-4.0204,4.0204,2025-04-05 10:00:00
2099,18.76,23.1187,4.3587,4.3587,2025-04-05 11:00:00
2100,18.77,19.9116,1.1416,1.1416,2025-04-05 12:00:00
2101,22.24,18.4538,-3.7862,3.7862,2025-04-05 13:00:00
2102,25.9,24.6155,-1.2845,1.2845,2025-04-05 14:00:00
2103,26.4,28.8297,2.4297,2.4297,2025-04-05 15:00:00
2104,28.35,28.1508,-0.1992,0.1992,2025-04-05 16:00:00
2105,32.19,31.4098,-0.7802,0.7802,2025-04-05 17:00:00
2106,30.98,34.9822,4.0022,4.0022,2025-04-05 18:00:00
2107,31.98,29.8618,-2.1182,2.1182,2025-04-05 19:00:00
2108,36.73,35.2346,-1.4954,1.4954,2025-04-05 20:00:00
2109,31.82,32.8485,1.0285,1.0285,2025-04-05 21:00:00
2110,35.36,36.8361,1.4761,1.4761,2025-04-05 22:00:00
2111,33.26,35.0009,1.7409,1.7409,2025-04-05 23:00:00
2112,25.73,28.5081,2.7781,2.7781,2025-04-06 00:00:00
2113,25.94,26.9364,0.9964,0.9964,2025-04-06 01:00:00
2114,-4.41,0.0,4.41,4.41,2025-04-06 02:00:00
2115,20.01,19.862,-0.148,0.148,2025-04-06 03:00:00
2116,18.89,19.5467,0.6567,0.6567,2025-04-06 04:00:00
2117,19.13,19.8988,0.7688,0.7688,2025-04-06 05:00:00
2118,18.34,19.3777,1.0377,1.0377,2025-04-06 06:00:00
2119,14.76,17.1913,2.4313,2.4313,2025-04-06 07:00:00
2120,13.55,15.4379,1.8879,1.8879,2025-04-06 08:00:00
2121,18.94,19.5505,0.6105,0.6105,2025-04-06 09:00:00
2122,20.73,19.2072,-1.5228,1.5228,2025-04-06 10:00:00
2123,20.42,21.0892,0.6692,0.6692,2025-04-06 11:00:00
2124,20.26,20.69,0.43,0.43,2025-04-06 12:00:00
2125,20.44,21.423,0.983,0.983,2025-04-06 13:00:00
2126,22.97,28.9863,6.0163,6.0163,2025-04-06 14:00:00
2127,28.94,28.1306,-0.8094,0.8094,2025-04-06 15:00:00
2128,31.09,32.6457,1.5557,1.5557,2025-04-06 16:00:00
2129,35.62,38.7912,3.1712,3.1712,2025-04-06 17:00:00
2130,35.33,36.075,0.745,0.745,2025-04-06 18:00:00
2131,30.95,37.2946,6.3446,6.3446,2025-04-06 19:00:00
2132,8.34,7.8949,-0.4451,0.4451,2025-04-06 20:00:00
2133,32.21,33.5202,1.3102,1.3102,2025-04-06 21:00:00
2134,32.75,31.253,-1.497,1.497,2025-04-06 22:00:00
2135,32.74,32.3612,-0.3788,0.3788,2025-04-06 23:00:00
2136,39.05,40.1723,1.1223,1.1223,2025-04-07 00:00:00
2137,39.42,42.0358,2.6158,2.6158,2025-04-07 01:00:00
2138,30.58,31.8777,1.2977,1.2977,2025-04-07 02:00:00
2139,26.01,29.6578,3.6478,3.6478,2025-04-07 03:00:00
2140,25.4,25.6626,0.2626,0.2626,2025-04-07 04:00:00
2141,24.21,23.8796,-0.3304,0.3304,2025-04-07 05:00:00
2142,19.6,26.86,7.26,7.26,2025-04-07 06:00:00
2143,23.89,25.3756,1.4856,1.4856,2025-04-07 07:00:00
2144,19.64,18.3413,-1.2987,1.2987,2025-04-07 08:00:00
2145,20.65,19.4143,-1.2357,1.2357,2025-04-07 09:00:00
2146,22.06,20.2033,-1.8567,1.8567,2025-04-07 10:00:00
2147,23.04,25.8814,2.8414,2.8414,2025-04-07 11:00:00
2148,26.16,25.7491,-0.4109,0.4109,2025-04-07 12:00:00
2149,24.93,25.7484,0.8184,0.8184,2025-04-07 13:00:00
2150,27.66,28.0012,0.3412,0.3412,2025-04-07 14:00:00
2151,28.9,31.2287,2.3287,2.3287,2025-04-07 15:00:00
2152,35.16,33.5431,-1.6169,1.6169,2025-04-07 16:00:00
2153,38.08,35.8911,-2.1889,2.1889,2025-04-07 17:00:00
2154,38.87,39.9307,1.0607,1.0607,2025-04-07 18:00:00
2155,42.91,44.9124,2.0024,2.0024,2025-04-07 19:00:00
2156,39.05,40.3813,1.3313,1.3313,2025-04-07 20:00:00
2157,40.39,38.8664,-1.5236,1.5236,2025-04-07 21:00:00
2158,34.99,37.1837,2.1937,2.1937,2025-04-07 22:00:00
2159,35.16,33.8003,-1.3597,1.3597,2025-04-07 23:00:00
2160,35.81,35.0062,-0.8038,0.8038,2025-04-08 00:00:00
2161,33.79,31.9301,-1.8599,1.8599,2025-04-08 01:00:00
2162,28.34,32.0929,3.7529,3.7529,2025-04-08 02:00:00
2163,26.31,28.3936,2.0836,2.0836,2025-04-08 03:00:00
2164,20.28,22.2925,2.0125,2.0125,2025-04-08 04:00:00
2165,21.11,24.728,3.618,3.618,2025-04-08 05:00:00
2166,22.64,30.1716,7.5316,7.5316,2025-04-08 06:00:00
2167,20.85,17.0769,-3.7731,3.7731,2025-04-08 07:00:00
2168,20.33,18.9841,-1.3459,1.3459,2025-04-08 08:00:00
2169,19.54,18.4996,-1.0404,1.0404,2025-04-08 09:00:00
2170,20.43,18.803,-1.627,1.627,2025-04-08 10:00:00
2171,20.35,18.156,-2.194,2.194,2025-04-08 11:00:00
2172,25.82,25.5709,-0.2491,0.2491,2025-04-08 12:00:00
2173,27.54,24.9985,-2.5415,2.5415,2025-04-08 13:00:00
2174,30.31,31.6476,1.3376,1.3376,2025-04-08 14:00:00
2175,30.35,30.9792,0.6292,0.6292,2025-04-08 15:00:00
2176,28.69,30.3926,1.7026,1.7026,2025-04-08 16:00:00
2177,38.89,40.6593,1.7693,1.7693,2025-04-08 17:00:00
2178,77.76,79.7675,2.0075,2.0075,2025-04-08 18:00:00
2179,36.58,36.1465,-0.4335,0.4335,2025-04-08 19:00:00
2180,40.81,46.6129,5.8029,5.8029,2025-04-08 20:00:00
2181,37.76,38.8461,1.0861,1.0861,2025-04-08 21:00:00
2182,40.39,36.2338,-4.1562,4.1562,2025-04-08 22:00:00
2183,37.69,35.6841,-2.0059,2.0059,2025-04-08 23:00:00
2184,35.8,31.9487,-3.8513,3.8513,2025-04-09 00:00:00
2185,28.27,28.8133,0.5433,0.5433,2025-04-09 01:00:00
2186,32.12,32.3155,0.1955,0.1955,2025-04-09 02:00:00
2187,27.16,26.4889,-0.6711,0.6711,2025-04-09 03:00:00
2188,23.17,28.6973,5.5273,5.5273,2025-04-09 04:00:00
2189,22.38,24.2525,1.8725,1.8725,2025-04-09 05:00:00
2190,15.99,18.3052,2.3152,2.3152,2025-04-09 06:00:00
2191,20.46,18.6323,-1.8277,1.8277,2025-04-09 07:00:00
2192,16.52,14.5221,-1.9979,1.9979,2025-04-09 08:00:00
2193,77.41,78.002,0.592,0.592,2025-04-09 09:00:00
2194,16.63,17.5625,0.9325,0.9325,2025-04-09 10:00:00
2195,24.8,20.6592,-4.1408,4.1408,2025-04-09 11:00:00
2196,22.52,22.5692,0.0492,0.0492,2025-04-09 12:00:00
2197,30.34,30.8752,0.5352,0.5352,2025-04-09 13:00:00
2198,27.75,27.7121,-0.0379,0.0379,2025-04-09 14:00:00
2199,27.41,25.8765,-1.5335,1.5335,2025-04-09 15:00:00
2200,31.3,30.4512,-0.8488,0.8488,2025-04-09 16:00:00
2201,39.25,39.3079,0.0579,0.0579,2025-04-09 17:00:00
2202,37.36,38.087,0.727,0.727,2025-04-09 18:00:00
2203,37.38,39.392,2.012,2.012,2025-04-09 19:00:00
2204,39.49,42.6921,3.2021,3.2021,2025-04-09 20:00:00
2205,40.01,39.7741,-0.2359,0.2359,2025-04-09 21:00:00
2206,40.55,39.9096,-0.6404,0.6404,2025-04-09 22:00:00
2207,39.79,41.3841,1.5941,1.5941,2025-04-09 23:00:00
2208,33.21,35.2371,2.0271,2.0271,2025-04-10 00:00:00
2209,28.39,27.8045,-0.5855,0.5855,2025-04-10 01:00:00
2210,28.08,30.556,2.476,2.476,2025-04-10 02:00:00
2211,27.17,30.119,2.949,2.949,2025-04-10 03:00:00
2212,21.7,25.4292,3.7292,3.7292,2025-04-10 04:00:00
2213,19.65,24.5958,4.9458,4.9458,2025-04-10 05:00:00
2214,21.31,19.644,-1.666,1.666,2025-04-10 06:00:00
2215,19.33,19.8647,0.5347,0.5347,2025-04-10 07:00:00
2216,19.19,19.7182,0.5282,0.5282,2025-04-10 08:00:00
2217,17.56,17.8148,0.2548,0.2548,2025-04-10 09:00:00
2218,19.88,18.7568,-1.1232,1.1232,2025-04-10 10:00:00
2219,19.73,16.5161,-3.2139,3.2139,2025-04-10 11:00:00
2220,114.35,115.0817,0.7317,0.7317,2025-04-10 12:00:00
2221,29.11,27.6891,-1.4209,1.4209,2025-04-10 13:00:00
2222,24.5,25.215,0.715,0.715,2025-04-10 14:00:00
2223,29.38,27.8949,-1.4851,1.4851,2025-04-10 15:00:00
2224,30.37,28.1209,-2.2491,2.2491,2025-04-10 16:00:00
2225,34.56,35.6457,1.0857,1.0857,2025-04-10 17:00:00
2226,37.56,38.4373,0.8773,0.8773,2025-04-10 18:00:00
2227,35.15,37.0982,1.9482,1.9482,2025-04-10 19:00:00
2228,76.0,81.9647,5.9647,5.9647,2025-04-10 20:00:00
2229,132.2,133.3932,1.1932,1.1932,2025-04-10 21:00:00
2230,38.29,40.0027,1.7127,1.7127,2025-04-10 22:00:00
2231,36.36,34.1661,-2.1939,2.1939,2025-04-10 23:00:00
2232,32.33,29.6127,-2.7173,2.7173,2025-04-11 00:00:00
2233,32.16,36.6171,4.4571,4.4571,2025-04-11 01:00:00
2234,27.77,25.9613,-1.8087,1.8087,2025-04-11 02:00:00
2235,25.87,23.7601,-2.1099,2.1099,2025-04-11 03:00:00
2236,28.32,28.7223,0.4023,0.4023,2025-04-11 04:00:00
2237,25.41,25.6845,0.2745,0.2745,2025-04-11 05:00:00
2238,17.22,15.4637,-1.7563,1.7563,2025-04-11 06:00:00
2239,21.55,21.2876,-0.2624,0.2624,2025-04-11 07:00:00
2240,21.16,24.7334,3.5734,3.5734,2025-04-11 08:00:00
2241,16.6,15.085,-1.515,1.515,2025-04-11 09:00:00
2242,22.52,19.5358,-2.9842,2.9842,2025-04-11 10:00:00
2243,25.91,28.7665,2.8565,2.8565,2025-04-11 11:00:00
2244,21.33,23.0607,1.7307,1.7307,2025-04-11 12:00:00
2245,24.25,23.1987,-1.0513,1.0513,2025-04-11 13:00:00
2246,31.68,28.2246,-3.4554,3.4554,2025-04-11 14:00:00
2247,32.4,31.0384,-1.3616,1.3616,2025-04-11 15:00:00
2248,35.51,35.8732,0.3632,0.3632,2025-04-11 16:00:00
2249,37.06,40.4742,3.4142,3.4142,2025-04-11 17:00:00
2250,38.77,36.6785,-2.0915,2.0915,2025-04-11 18:00:00
2251,35.48,35.7687,0.2887,0.2887,2025-04-11 19:00:00
2252,41.75,43.9379,2.1879,2.1879,2025-04-11 20:00:00
2253,41.72,36.2668,-5.4532,5.4532,2025-04-11 21:00:00
2254,37.22,40.3045,3.0845,3.0845,2025-04-11 22:00:00
2255,36.1,33.6439,-2.4561,2.4561,2025-04-11 23:00:00
2256,83.14,84.47,1.33,1.33,2025-04-12 00:00:00
2257,72.08,73.1967,1.1167,1.1167,2025-04-12 01:00:00
2258,26.59,29.8015,3.2115,3.2115,2025-04-12 02:00:00
2259,22.41,24.2873,1.8773,1.8773,2025-04-12 03:00:00
2260,22.97,17.5268,-5.4432,5.4432,2025-04-12 04:00:00
2261,17.25,15.7881,-1.4619,1.4619,2025-04-12 05:00:00
2262,17.91,18.7555,0.8455,0.8455,2025-04-12 06:00:00
2263,12.95,12.9626,0.0126,0.0126,2025-04-12 07:00:00
2264,15.1,16.794,1.694,1.694,2025-04-12 08:00:00
2265,15.06,17.5334,2.4734,2.4734,2025-04-12 09:00:00
2266,17.06,19.0811,2.0211,2.0211,2025-04-12 10:00:00
2267,17.16,17.1243,-0.0357,0.0357,2025-04-12 11:00:00
2268,-4.79,0.0,4.79,4.79,2025-04-12 12:00:00
2269,24.63,23.9913,-0.6387,0.6387,2025-04-12 13:00:00
2270,24.06,25.6009,1.5409,1.5409,2025-04-12 14:00:00
2271,23.73,21.5039,-2.2261,2.2261,2025-04-12 15:00:00
2272,34.53,36.6082,2.0782,2.0782,2025-04-12 16:00:00
2273,35.68,38.451,2.771,2.771,2025-04-12 17:00:00
2274,30.58,31.3972,0.8172,0.8172,2025-04-12 18:00:00
2275,36.54,29.3806,-7.1594,7.1594,2025-04-12 19:00:00
2276,33.9,31.2048,-2.6952,2.6952,2025-04-12 20:00:00
2277,35.47,40.6855,5.2155,5.2155,2025-04-12 21:00:00
2278,34.55,33.6837,-0.8663,0.8663,2025-04-12 22:00:00
2279,31.64,27.1796,-4.4604,4.4604,2025-04-12 23:00:00
2280,28.22,31.8081,3.5881,3.5881,2025-04-13 00:00:00
2281,26.04,26.5734,0.5334,0.5334,2025-04-13 01:00:00
2282,22.89,26.1524,3.2624,3.2624,2025-04-13 02:00:00
2283,20.51,21.7024,1.1924,1.1924,2025-04-13 03:00:00
2284,20.01,21.6564,1.6464,1.6464,2025-04-13 04:00:00
2285,16.32,17.7275,1.4075,1.4075,2025-04-13 05:00:00
2286,18.22,20.4637,2.2437,2.2437,2025-04-13 06:00:00
2287,19.24,25.4336,6.1936,6.1936,2025-04-13 07:00:00
2288,13.73,16.6575,2.9275,2.9275,2025-04-13 08:00:00
2289,16.12,12.6692,-3.4508,3.4508,2025-04-13 09:00:00
2290,17.77,19.3867,1.6167,1.6167,2025-04-13 10:00:00
2291,19.29,22.6437,3.3537,3.3537,2025-04-13 11:00:00
2292,20.37,23.8768,3.5068,3.5068,2025-04-13 12:00:00
2293,24.45,23.8835,-0.5665,0.5665,2025-04-13 13:00:00
2294,26.39,29.8024,3.4124,3.4124,2025-04-13 14:00:00
2295,24.67,27.4894,2.8194,2.8194,2025-04-13 15:00:00
2296,32.35,39.2813,6.9313,6.9313,2025-04-13 16:00:00
2297,34.47,33.095,-1.375,1.375,2025-04-13 17:00:00
2298,31.93,31.1615,-0.7685,0.7685,2025-04-13 18:00:00
2299,34.93,34.6647,-0.2653,0.2653,2025-04-13 19:00:00
2300,36.89,36.1644,-0.7256,0.7256,2025-04-13 20:00:00
2301,34.32,32.5949,-1.7251,1.7251,2025-04-13 21:00:00
2302,36.52,30.1133,-6.4067,6.4067,2025-04-13 22:00:00
2303,38.16,37.5733,-0.5867,0.5867,2025-04-13 23:00:00
2304,32.24,33.6634,1.4234,1.4234,2025-04-14 00:00:00
2305,28.34,27.6069,-0.7331,0.7331,2025-04-14 01:00:00
2306,29.97,35.3085,5.3385,5.3385,2025-04-14 02:00:00
2307,28.42,28.9534,0.5334,0.5334,2025-04-14 03:00:00
2308,23.63,27.3576,3.7276,3.7276,2025-04-14 04:00:00
2309,25.77,26.9236,1.1536,1.1536,2025-04-14 05:00:00
2310,17.2,19.766,2.566,2.566,2025-04-14 06:00:00
2311,21.28,22.4781,1.1981,1.1981,2025-04-14 07:00:00
2312,17.69,21.612,3.922,3.922,2025-04-14 08:00:00
2313,23.84,24.4798,0.6398,0.6398,2025-04-14 09:00:00
2314,25.53,27.2703,1.7403,1.7403,2025-04-14 10:00:00
2315,20.22,21.6358,1.4158,1.4158,2025-04-14 11:00:00
2316,-13.9,0.0,13.9,13.9,2025-04-14 12:00:00
2317,28.77,30.2825,1.5125,1.5125,2025-04-14 13:00:00
2318,28.24,34.326,6.086,6.086,2025-04-14 14:00:00
2319,31.68,31.504,-0.176,0.176,2025-04-14 15:00:00
2320,34.27,35.8187,1.5487,1.5487,2025-04-14 16:00:00
2321,140.55,144.1944,3.6444,3.6444,2025-04-14 17:00:00
2322,37.83,41.1806,3.3506,3.3506,2025-04-14 18:00:00
2323,37.14,37.6693,0.5293,0.5293,2025-04-14 19:00:00
2324,37.97,32.5115,-5.4585,5.4585,2025-04-14 20:00:00
2325,42.47,44.2618,1.7918,1.7918,2025-04-14 21:00:00
2326,34.72,29.6713,-5.0487,5.0487,2025-04-14 22:00:00
2327,38.31,42.4848,4.1748,4.1748,2025-04-14 23:00:00
2328,33.54,34.4637,0.9237,0.9237,2025-04-15 00:00:00
2329,31.12,34.1192,2.9992,2.9992,2025-04-15 01:00:00
2330,31.21,29.4547,-1.7553,1.7553,2025-04-15 02:00:00
2331,-9.6,0.0,9.6,9.6,2025-04-15 03:00:00
2332,25.66,26.8119,1.1519,1.1519,2025-04-15 04:00:00
2333,24.58,24.996,0.416,0.416,2025-04-15 05:00:00
2334,19.74,19.0111,-0.7289,0.7289,2025-04-15 06:00:00
2335,18.04,18.7517,0.7117,0.7117,2025-04-15 07:00:00
2336,16.52,23.9386,7.4186,7.4186,2025-04-15 08:00:00
2337,17.51,20.0963,2.5863,2.5863,2025-04-15 09:00:00
2338,27.95,31.0737,3.1237,3.1237,2025-04-15 10:00:00
2339,25.27,27.8798,2.6098,2.6098,2025-04-15 11:00:00
2340,20.86,25.0587,4.1987,4.1987,2025-04-15 12:00:00
2341,23.34,23.3648,0.0248,0.0248,2025-04-15 13:00:00
2342,30.44,25.8031,-4.6369,4.6369,2025-04-15 14:00:00
2343,33.19,33.2185,0.0285,0.0285,2025-04-15 15:00:00
2344,35.61,38.1393,2.5293,2.5293,2025-04-15 16:00:00
2345,35.67,33.7455,-1.9245,1.9245,2025-04-15 17:00:00
2346,37.58,37.6391,0.0591,0.0591,2025-04-15 18:00:00
2347,39.71,38.4806,-1.2294,1.2294,2025-04-15 19:00:00
2348,39.45,43.7051,4.2551,4.2551,2025-04-15 20:00:00
2349,33.34,35.7136,2.3736,2.3736,2025-04-15 21:00:00
2350,37.32,39.4489,2.1289,2.1289,2025-04-15 22:00:00
2351,34.18,36.234,2.054,2.054,2025-04-15 23:00:00
2352,34.7,35.1069,0.4069,0.4069,2025-04-16 00:00:00
2353,39.31,40.3039,0.9939,0.9939,2025-04-16 01:00:00
2354,30.18,27.717,-2.463,2.463,2025-04-16 02:00:00
2355,25.89,20.9239,-4.9661,4.9661,2025-04-16 03:00:00
2356,26.57,27.4452,0.8752,0.8752,2025-04-16 04:00:00
2357,23.4,24.71,1.31,1.31,2025-04-16 05:00:00
2358,21.65,25.1732,3.5232,3.5232,2025-04-16 06:00:00
2359,21.12,25.5483,4.4283,4.4283,2025-04-16 07:00:00
2360,24.4,28.825,4.425,4.425,2025-04-16 08:00:00
2361,16.78,14.7849,-1.9951,1.9951,2025-04-16 09:00:00
2362,21.79,21.4093,-0.3807,0.3807,2025-04-16 10:00:00
2363,19.88,21.5808,1.7008,1.7008,2025-04-16 11:00:00
2364,25.65,32.4798,6.8298,6.8298,2025-04-16 12:00:00
2365,24.38,28.5802,4.2002,4.2002,2025-04-16 13:00:00
2366,28.22,31.5185,3.2985,3.2985,2025-04-16 14:00:00
2367,31.11,30.6405,-0.4695,0.4695,2025-04-16 15:00:00
2368,36.7,34.992,-1.708,1.708,2025-04-16 16:00:00
2369,38.63,41.1023,2.4723,2.4723,2025-04-16 17:00:00
2370,34.81,32.5583,-2.2517,2.2517,2025-04-16 18:00:00
2371,39.06,38.9639,-0.0961,0.0961,2025-04-16 19:00:00
2372,37.49,37.7031,0.2131,0.2131,2025-04-16 20:00:00
2373,35.78,40.2623,4.4823,4.4823,2025-04-16 21:00:00
2374,37.38,36.9933,-0.3867,0.3867,2025-04-16 22:00:00
2375,35.56,29.9619,-5.5981,5.5981,2025-04-16 23:00:00
2376,40.36,42.1211,1.7611,1.7611,2025-04-17 00:00:00
2377,32.96,31.7124,-1.2476,1.2476,2025-04-17 01:00:00
2378,25.85,26.4566,0.6066,0.6066,2025-04-17 02:00:00
2379,25.29,25.5732,0.2832,0.2832,2025-04-17 03:00:00
2380,26.85,26.6657,-0.1843,0.1843,2025-04-17 04:00:00
2381,27.44,29.9159,2.4759,2.4759,2025-04-17 05:00:00
2382,16.67,13.3378,-3.3322,3.3322,2025-04-17 06:00:00
2383,14.93,14.1375,-0.7925,0.7925,2025-04-17 07:00:00
2384,23.97,26.1801,2.2101,2.2101,2025-04-17 08:00:00
2385,20.61,19.5748,-1.0352,1.0352,2025-04-17 09:00:00
2386,-16.25,0.0,16.25,16.25,2025-04-17 10:00:00
2387,23.56,25.7314,2.1714,2.1714,2025-04-17 11:00:00
2388,17.7,21.0077,3.3077,3.3077,2025-04-17 12:00:00
